customer_id,store_id,first_name,last_name,email,address_id,activebool,create_date,active,name_customer,address,district,city_id,postal_code,phone,city,country_id,country
46,2,Catherine,Campbell,catherine.campbell@sakilacustomer.org,50,True,2006-02-14,1,Catherine Campbell,46 Pjatigorsk Lane,Moscow (City),343,23616,262076994845.0,Moscow,80,Russian Federation
47,1,Frances,Parker,frances.parker@sakilacustomer.org,51,True,2006-02-14,1,Frances Parker,686 Garland Manor,Cear,247,52535,69493378813.0,Juazeiro do Norte,15,Brazil
48,1,Ann,Evans,ann.evans@sakilacustomer.org,52,True,2006-02-14,1,Ann Evans,909 Garland Manor,Tatarstan,367,69367,705800322606.0,Niznekamsk,80,Russian Federation
49,2,Joyce,Edwards,joyce.edwards@sakilacustomer.org,53,True,2006-02-14,1,Joyce Edwards,725 Isesaki Place,Mekka,237,74428,876295323994.0,Jedda,82,Saudi Arabia
50,1,Diane,Collins,diane.collins@sakilacustomer.org,54,True,2006-02-14,1,Diane Collins,115 Hidalgo Parkway,Khartum,379,80168,307703950263.0,Omdurman,89,Sudan
51,1,Alice,Stewart,alice.stewart@sakilacustomer.org,55,True,2006-02-14,1,Alice Stewart,1135 Izumisano Parkway,California,171,48150,171822533480.0,Fontana,103,United States
52,1,Julie,Sanchez,julie.sanchez@sakilacustomer.org,56,True,2006-02-14,1,Julie Sanchez,939 Probolinggo Loop,Galicia,1,4166,680428310138.0,A Corua (La Corua),87,Spain
53,1,Heather,Morris,heather.morris@sakilacustomer.org,57,True,2006-02-14,1,Heather Morris,17 Kabul Boulevard,Chiba,355,38594,697760867968.0,Nagareyama,50,Japan
54,1,Teresa,Rogers,teresa.rogers@sakilacustomer.org,58,True,2006-02-14,1,Teresa Rogers,1964 Allappuzha (Alleppey) Street,Yamaguchi,227,48980,920811325222.0,Iwakuni,50,Japan
55,2,Doris,Reed,doris.reed@sakilacustomer.org,59,True,2006-02-14,1,Doris Reed,1697 Kowloon and New Kowloon Loop,Moskova,49,57807,499352017190.0,Balaiha,80,Russian Federation
56,1,Gloria,Cook,gloria.cook@sakilacustomer.org,60,True,2006-02-14,1,Gloria Cook,1668 Saint Louis Place,Tahiti,397,39072,347487831378.0,Papeete,36,French Polynesia
57,2,Evelyn,Morgan,evelyn.morgan@sakilacustomer.org,61,True,2006-02-14,1,Evelyn Morgan,943 Tokat Street,Vaduz,560,45428,889318963672.0,Vaduz,55,Liechtenstein
58,1,Jean,Bell,jean.bell@sakilacustomer.org,62,True,2006-02-14,1,Jean Bell,1114 Liepaja Street,Sarawak,282,69226,212869228936.0,Kuching,59,Malaysia
59,1,Cheryl,Murphy,cheryl.murphy@sakilacustomer.org,63,True,2006-02-14,1,Cheryl Murphy,1213 Ranchi Parkway,Karnataka,350,94352,800024380485.0,Mysore,44,India
60,1,Mildred,Bailey,mildred.bailey@sakilacustomer.org,64,True,2006-02-14,1,Mildred Bailey,81 Hodeida Way,Rajasthan,231,55561,250767749542.0,Jaipur,44,India
61,2,Katherine,Rivera,katherine.rivera@sakilacustomer.org,65,True,2006-02-14,1,Katherine Rivera,915 Ponce Place,Basel-Stadt,56,83980,1395251317.0,Basel,91,Switzerland
62,1,Joan,Cooper,joan.cooper@sakilacustomer.org,66,True,2006-02-14,1,Joan Cooper,1717 Guadalajara Lane,Missouri,441,85505,914090181665.0,Saint Louis,103,United States
63,1,Ashley,Richardson,ashley.richardson@sakilacustomer.org,67,True,2006-02-14,1,Ashley Richardson,1214 Hanoi Way,Nebraska,306,67055,491001136577.0,Lincoln,103,United States
64,2,Judith,Cox,judith.cox@sakilacustomer.org,68,True,2006-02-14,0,Judith Cox,1966 Amroha Avenue,Sichuan,139,70385,333489324603.0,Daxian,23,China
65,2,Rose,Howard,rose.howard@sakilacustomer.org,69,True,2006-02-14,1,Rose Howard,698 Otsu Street,Cayenne,105,71110,409983924481.0,Cayenne,35,French Guiana
66,2,Janice,Ward,janice.ward@sakilacustomer.org,70,True,2006-02-14,1,Janice Ward,1150 Kimchon Manor,Skne ln,321,96109,663449333709.0,Malm,90,Sweden
67,1,Kelly,Torres,kelly.torres@sakilacustomer.org,71,True,2006-02-14,1,Kelly Torres,1586 Guaruj Place,Hunan,579,5135,947233365992.0,Xiangtan,23,China
68,1,Nicole,Peterson,nicole.peterson@sakilacustomer.org,72,True,2006-02-14,1,Nicole Peterson,57 Arlington Manor,Madhya Pradesh,475,48960,990214419142.0,Shivapuri,44,India
69,2,Judy,Gray,judy.gray@sakilacustomer.org,73,True,2006-02-14,1,Judy Gray,1031 Daugavpils Parkway,Bchar,63,59025,107137400143.0,Bchar,2,Algeria
70,2,Christina,Ramirez,christina.ramirez@sakilacustomer.org,74,True,2006-02-14,1,Christina Ramirez,1124 Buenaventura Drive,Mekka,13,6856,407733804223.0,al-Hawiya,82,Saudi Arabia
71,1,Kathy,James,kathy.james@sakilacustomer.org,75,True,2006-02-14,1,Kathy James,492 Cam Ranh Street,Eastern Visayas,61,50805,565018274456.0,Baybay,75,Philippines
72,2,Theresa,Watson,theresa.watson@sakilacustomer.org,76,True,2006-02-14,1,Theresa Watson,89 Allappuzha (Alleppey) Manor,National Capital Reg,517,75444,255800440636.0,Taguig,75,Philippines
73,2,Beverly,Brooks,beverly.brooks@sakilacustomer.org,77,True,2006-02-14,1,Beverly Brooks,1947 Poos de Caldas Boulevard,Chiayi,114,60951,427454485876.0,Chiayi,92,Taiwan
74,1,Denise,Kelly,denise.kelly@sakilacustomer.org,78,True,2006-02-14,1,Denise Kelly,1206 Dos Quebradas Place,So Paulo,431,20207,241832790687.0,Rio Claro,15,Brazil
75,2,Tammy,Sanders,tammy.sanders@sakilacustomer.org,79,True,2006-02-14,1,Tammy Sanders,1551 Rampur Lane,Changhwa,108,72394,251164340471.0,Changhwa,92,Taiwan
76,2,Irene,Price,irene.price@sakilacustomer.org,80,True,2006-02-14,1,Irene Price,602 Paarl Street,Pavlodar,402,98889,896314772871.0,Pavlodar,51,Kazakstan
77,2,Jane,Bennett,jane.bennett@sakilacustomer.org,81,True,2006-02-14,1,Jane Bennett,1692 Ede Loop,So Paulo,30,9223,918711376618.0,Araatuba,15,Brazil
78,1,Lori,Wood,lori.wood@sakilacustomer.org,82,True,2006-02-14,1,Lori Wood,936 Salzburg Lane,Uttar Pradesh,425,96709,875756771675.0,Rae Bareli,44,India
79,1,Rachel,Barnes,rachel.barnes@sakilacustomer.org,83,True,2006-02-14,1,Rachel Barnes,586 Tete Way,Kanagawa,256,1079,18581624103.0,Kamakura,50,Japan
80,1,Marilyn,Ross,marilyn.ross@sakilacustomer.org,84,True,2006-02-14,1,Marilyn Ross,1888 Kabul Drive,Oyo & Osun,217,20936,701457319790.0,Ife,69,Nigeria
81,1,Andrea,Henderson,andrea.henderson@sakilacustomer.org,85,True,2006-02-14,1,Andrea Henderson,320 Baiyin Parkway,Mahajanga,319,37307,223664661973.0,Mahajanga,57,Madagascar
82,1,Kathryn,Coleman,kathryn.coleman@sakilacustomer.org,86,True,2006-02-14,1,Kathryn Coleman,927 Baha Blanca Parkway,Krim,479,9495,821972242086.0,Simferopol,100,Ukraine
83,1,Louise,Jenkins,louise.jenkins@sakilacustomer.org,87,True,2006-02-14,1,Louise Jenkins,929 Tallahassee Loop,Gauteng,497,74671,800716535041.0,Springs,85,South Africa
84,2,Sara,Perry,sara.perry@sakilacustomer.org,88,True,2006-02-14,1,Sara Perry,125 Citt del Vaticano Boulevard,Puebla,40,67912,48417642933.0,Atlixco,60,Mexico
85,2,Anne,Powell,anne.powell@sakilacustomer.org,89,True,2006-02-14,1,Anne Powell,1557 Ktahya Boulevard,England,88,88002,720998247660.0,Bradford,102,United Kingdom
86,2,Jacqueline,Long,jacqueline.long@sakilacustomer.org,90,True,2006-02-14,1,Jacqueline Long,870 Ashqelon Loop,Songkhla,489,84931,135117278909.0,Songkhla,94,Thailand
87,1,Wanda,Patterson,wanda.patterson@sakilacustomer.org,91,True,2006-02-14,1,Wanda Patterson,1740 Portoviejo Avenue,Sucre,480,29932,198123170793.0,Sincelejo,24,Colombia
88,2,Bonnie,Hughes,bonnie.hughes@sakilacustomer.org,92,True,2006-02-14,1,Bonnie Hughes,1942 Ciparay Parkway,Cheju,113,82624,978987363654.0,Cheju,86,South Korea
89,1,Julia,Flores,julia.flores@sakilacustomer.org,93,True,2006-02-14,1,Julia Flores,1926 El Alto Avenue,Buenos Aires,289,75543,846225459260.0,La Plata,6,Argentina
90,2,Ruby,Washington,ruby.washington@sakilacustomer.org,94,True,2006-02-14,1,Ruby Washington,1952 Chatsworth Drive,Guangdong,332,25958,991562402283.0,Meixian,23,China
91,2,Lois,Butler,lois.butler@sakilacustomer.org,95,True,2006-02-14,1,Lois Butler,1370 Le Mans Avenue,Brunei and Muara,53,52163,345679835036.0,Bandar Seri Begawan,16,Brunei
92,2,Tina,Simmons,tina.simmons@sakilacustomer.org,96,True,2006-02-14,1,Tina Simmons,984 Effon-Alaiye Avenue,Gois,183,17119,132986892228.0,Goinia,15,Brazil
93,1,Phyllis,Foster,phyllis.foster@sakilacustomer.org,97,True,2006-02-14,1,Phyllis Foster,832 Nakhon Sawan Manor,Inner Mongolia,592,49021,275595571388.0,Zalantun,23,China
94,1,Norma,Gonzales,norma.gonzales@sakilacustomer.org,98,True,2006-02-14,1,Norma Gonzales,152 Kitwe Parkway,Caraga,82,53182,835433605312.0,Bislig,75,Philippines
95,2,Paula,Bryant,paula.bryant@sakilacustomer.org,99,True,2006-02-14,1,Paula Bryant,1697 Tanauan Lane,Punjab,399,22870,4764773857.0,Pathankot,44,India
96,1,Diana,Alexander,diana.alexander@sakilacustomer.org,100,True,2006-02-14,1,Diana Alexander,1308 Arecibo Way,Georgia,41,30695,6171054059.0,Augusta-Richmond County,103,United States
97,2,Annie,Russell,annie.russell@sakilacustomer.org,101,True,2006-02-14,1,Annie Russell,1599 Plock Drive,Tete,534,71986,817248913162.0,Tete,63,Mozambique
98,1,Lillian,Griffin,lillian.griffin@sakilacustomer.org,102,True,2006-02-14,1,Lillian Griffin,669 Firozabad Loop,Abu Dhabi,12,92265,412903167998.0,al-Ayn,101,United Arab Emirates
99,2,Emily,Diaz,emily.diaz@sakilacustomer.org,103,True,2006-02-14,1,Emily Diaz,588 Vila Velha Manor,Kyongsangbuk,268,51540,333339908719.0,Kimchon,86,South Korea
100,1,Robin,Hayes,robin.hayes@sakilacustomer.org,104,True,2006-02-14,1,Robin Hayes,1913 Kamakura Place,Lipetsk,238,97287,942570536750.0,Jelets,80,Russian Federation
101,1,Peggy,Myers,peggy.myers@sakilacustomer.org,105,True,2006-02-14,1,Peggy Myers,733 Mandaluyong Place,Asir,2,77459,196568435814.0,Abha,82,Saudi Arabia
102,1,Crystal,Ford,crystal.ford@sakilacustomer.org,106,True,2006-02-14,1,Crystal Ford,659 Vaduz Drive,Ha Darom,34,49708,709935135487.0,Ashdod,48,Israel
103,1,Gladys,Hamilton,gladys.hamilton@sakilacustomer.org,107,True,2006-02-14,1,Gladys Hamilton,1177 Jelets Way,Kwara & Kogi,220,3305,484292626944.0,Ilorin,69,Nigeria
104,1,Rita,Graham,rita.graham@sakilacustomer.org,108,True,2006-02-14,1,Rita Graham,1386 Yangor Avenue,Provence-Alpes-Cte,543,80720,449216226468.0,Toulon,34,France
105,1,Dawn,Sullivan,dawn.sullivan@sakilacustomer.org,109,True,2006-02-14,1,Dawn Sullivan,454 Nakhon Sawan Boulevard,Funafuti,173,76383,963887147572.0,Funafuti,99,Tuvalu
106,1,Connie,Wallace,connie.wallace@sakilacustomer.org,110,True,2006-02-14,1,Connie Wallace,1867 San Juan Bautista Tuxtepec Avenue,Ivanovo,225,78311,547003310357.0,Ivanovo,80,Russian Federation
107,1,Florence,Woods,florence.woods@sakilacustomer.org,111,True,2006-02-14,1,Florence Woods,1532 Dzerzinsk Way,Buenos Aires,334,9599,330838016880.0,Merlo,6,Argentina
108,1,Tracy,Cole,tracy.cole@sakilacustomer.org,112,True,2006-02-14,1,Tracy Cole,1002 Ahmadnagar Manor,Mxico,213,93026,371490777743.0,Huixquilucan,60,Mexico
109,2,Edna,West,edna.west@sakilacustomer.org,113,True,2006-02-14,1,Edna West,682 Junan Way,North West,273,30418,622255216127.0,Klerksdorp,85,South Africa
110,2,Tiffany,Jordan,tiffany.jordan@sakilacustomer.org,114,True,2006-02-14,1,Tiffany Jordan,804 Elista Drive,Hubei,159,61069,379804592943.0,Enshi,23,China
111,1,Carmen,Owens,carmen.owens@sakilacustomer.org,115,True,2006-02-14,1,Carmen Owens,1378 Alvorada Avenue,Distrito Federal,102,75834,272234298332.0,Caracas,104,Venezuela
112,2,Rosa,Reynolds,rosa.reynolds@sakilacustomer.org,116,True,2006-02-14,1,Rosa Reynolds,793 Cam Ranh Avenue,California,292,87057,824370924746.0,Lancaster,103,United States
113,2,Cindy,Fisher,cindy.fisher@sakilacustomer.org,117,True,2006-02-14,1,Cindy Fisher,1079 Tel Aviv-Jaffa Boulevard,Sucre,132,10885,358178933857.0,Cuman,104,Venezuela
114,2,Grace,Ellis,grace.ellis@sakilacustomer.org,118,True,2006-02-14,1,Grace Ellis,442 Rae Bareli Place,Nordrhein-Westfalen,148,24321,886636413768.0,Duisburg,38,Germany
115,1,Wendy,Harrison,wendy.harrison@sakilacustomer.org,119,True,2006-02-14,1,Wendy Harrison,1107 Nakhon Sawan Avenue,Mxico,365,75149,867546627903.0,Nezahualcyotl,60,Mexico
116,1,Victoria,Gibson,victoria.gibson@sakilacustomer.org,120,True,2006-02-14,1,Victoria Gibson,544 Malm Parkway,Central Java,403,63502,386759646229.0,Pemalang,45,Indonesia
117,1,Edith,Mcdonald,edith.mcdonald@sakilacustomer.org,121,True,2006-02-14,1,Edith Mcdonald,1967 Sincelejo Place,Gujarat,176,73644,577812616052.0,Gandhinagar,44,India
118,1,Kim,Cruz,kim.cruz@sakilacustomer.org,122,True,2006-02-14,1,Kim Cruz,333 Goinia Way,Texas,185,78625,909029256431.0,Grand Prairie,103,United States
119,1,Sherry,Marshall,sherry.marshall@sakilacustomer.org,123,True,2006-02-14,1,Sherry Marshall,1987 Coacalco de Berriozbal Loop,al-Qalyubiya,476,96065,787654415858.0,Shubra al-Khayma,29,Egypt
120,2,Sylvia,Ortiz,sylvia.ortiz@sakilacustomer.org,124,True,2006-02-14,1,Sylvia Ortiz,241 Mosul Lane,Risaralda,147,76157,765345144779.0,Dos Quebradas,24,Colombia
121,1,Josephine,Gomez,josephine.gomez@sakilacustomer.org,125,True,2006-02-14,1,Josephine Gomez,211 Chiayi Drive,Uttar Pradesh,164,58186,665993880048.0,Etawah,44,India
122,1,Thelma,Murray,thelma.murray@sakilacustomer.org,126,True,2006-02-14,1,Thelma Murray,1175 Tanauan Way,Lima,305,64615,937222955822.0,Lima,74,Peru
123,2,Shannon,Freeman,shannon.freeman@sakilacustomer.org,127,True,2006-02-14,1,Shannon Freeman,117 Boa Vista Way,Uttar Pradesh,566,6804,677976133614.0,Varanasi (Benares),44,India
124,1,Sheila,Wells,sheila.wells@sakilacustomer.org,128,True,2006-02-14,0,Sheila Wells,848 Tafuna Manor,Ktahya,281,45142,614935229095.0,Ktahya,97,Turkey
125,1,Ethel,Webb,ethel.webb@sakilacustomer.org,129,True,2006-02-14,1,Ethel Webb,569 Baicheng Lane,Gauteng,85,60304,490211944645.0,Boksburg,85,South Africa
126,1,Ellen,Simpson,ellen.simpson@sakilacustomer.org,130,True,2006-02-14,1,Ellen Simpson,1666 Qomsheh Drive,So Paulo,410,66255,582835362905.0,Po,15,Brazil
127,2,Elaine,Stevens,elaine.stevens@sakilacustomer.org,131,True,2006-02-14,1,Elaine Stevens,801 Hagonoy Drive,Smolensk,484,8439,237426099212.0,Smolensk,80,Russian Federation
128,1,Marjorie,Tucker,marjorie.tucker@sakilacustomer.org,132,True,2006-02-14,1,Marjorie Tucker,1050 Garden Grove Avenue,Slaskie,236,4999,973047364353.0,Jastrzebie-Zdrj,76,Poland
129,1,Carrie,Porter,carrie.porter@sakilacustomer.org,133,True,2006-02-14,1,Carrie Porter,1854 Tieli Street,Shandong,302,15819,509492324775.0,Liaocheng,23,China
130,1,Charlotte,Hunter,charlotte.hunter@sakilacustomer.org,134,True,2006-02-14,1,Charlotte Hunter,758 Junan Lane,Gois,190,82639,935448624185.0,guas Lindas de Gois,15,Brazil
131,2,Monica,Hicks,monica.hicks@sakilacustomer.org,135,True,2006-02-14,1,Monica Hicks,1752 So Leopoldo Parkway,Taka-Karpatia,345,14014,252265130067.0,Mukateve,100,Ukraine
132,2,Esther,Crawford,esther.crawford@sakilacustomer.org,136,True,2006-02-14,1,Esther Crawford,898 Belm Manor,Free State,87,49757,707169393853.0,Botshabelo,85,South Africa
133,1,Pauline,Henry,pauline.henry@sakilacustomer.org,137,True,2006-02-14,1,Pauline Henry,261 Saint Louis Way,Coahuila de Zaragoza,541,83401,321944036800.0,Torren,60,Mexico
134,1,Emma,Boyd,emma.boyd@sakilacustomer.org,138,True,2006-02-14,1,Emma Boyd,765 Southampton Drive,al-Qalyubiya,421,4285,23712411567.0,Qalyub,29,Egypt
135,2,Juanita,Mason,juanita.mason@sakilacustomer.org,139,True,2006-02-14,1,Juanita Mason,943 Johannesburg Avenue,Maharashtra,417,5892,90921003005.0,Pune,44,India
136,2,Anita,Morales,anita.morales@sakilacustomer.org,140,True,2006-02-14,1,Anita Morales,788 Atinsk Street,Karnataka,211,81691,146497509724.0,Hubli-Dharwad,44,India
137,2,Rhonda,Kennedy,rhonda.kennedy@sakilacustomer.org,141,True,2006-02-14,1,Rhonda Kennedy,1749 Daxian Place,Gelderland,29,11044,963369996279.0,Apeldoorn,67,Netherlands
138,1,Hazel,Warren,hazel.warren@sakilacustomer.org,142,True,2006-02-14,1,Hazel Warren,1587 Sullana Lane,Inner Mongolia,207,85769,468060467018.0,Hohhot,23,China
139,1,Amber,Dixon,amber.dixon@sakilacustomer.org,143,True,2006-02-14,1,Amber Dixon,1029 Dzerzinsk Manor,Ynlin,542,57519,33173584456.0,Touliu,92,Taiwan
140,1,Eva,Ramos,eva.ramos@sakilacustomer.org,144,True,2006-02-14,1,Eva Ramos,1666 Beni-Mellal Place,Tennessee,123,13377,9099941466.0,Clarksville,103,United States
141,1,Debbie,Reyes,debbie.reyes@sakilacustomer.org,145,True,2006-02-14,1,Debbie Reyes,928 Jaffna Loop,Hiroshima,172,93762,581852137991.0,Fukuyama,50,Japan
142,1,April,Burns,april.burns@sakilacustomer.org,146,True,2006-02-14,1,April Burns,483 Ljubertsy Parkway,Scotland,149,60562,581174211853.0,Dundee,102,United Kingdom
143,1,Leslie,Gordon,leslie.gordon@sakilacustomer.org,147,True,2006-02-14,1,Leslie Gordon,374 Bat Yam Boulevard,Kilis,266,97700,923261616249.0,Kilis,97,Turkey
144,1,Clara,Shaw,clara.shaw@sakilacustomer.org,148,True,2006-02-14,1,Clara Shaw,1027 Songkhla Manor,Minsk,340,30861,563660187896.0,Molodetno,13,Belarus
